Sygnatura czasowa,Jaka jest Twoja płeć,Jaki kierunek studiujesz?,Który rok studiujesz?,Wybierz stopień studiów,Wybierz tryb studiów,"Wybierz słowo, które najlepiej Ciebie opisuje (1 - Zamknięty/a w sobie, 2 - Powściągliwy/a, 3 - Śmiały/a, 4 - Wylewny/a)","Wybierz słowo, które najlepiej Ciebie opisuje (1 - Wrażliwy/a, 2 - Nieszkodliwy/a, 3 -Przebiegły/a, 4 - Dowcipny/a)","Wybierz słowo, które najlepiej Ciebie opisuje ( 1 - Uzdolniony/a artystycznie,  2 -Zrównoważony/a, 3 - Odważny/a, 4 -Rozmowny/a)","Wybierz słowo, które najlepiej Ciebie opisuje (1 - Biorący/a wszystko do siebie, 2 - Cierpliwy/a, 3 - Pochopny/a, 4 -Entuzjastyczny/a)        ","Jestem (1 - Wierny/a, 2 - Opanowany/a, 3 - Zdecydowany/a, 4 Kontaktowy/a)","Jestem (1 - Nostalgiczny, 2 - Dystansujący/a się, 3 - Niecierpliwy/a, 4 - Roztargniony/a)",stacjo_id,Czy preferujesz naukę stacjonarną?,W jakim stopniu czujesz się zmęczony/zmęczona po tygodniu nauki stacjonarnej? ,Ile minimum masz czasu na przerwę podczas nauki stacjonarnej (w minutach)?,Oceń atmosferę podczas zajęć stacjonarnych.,Oceń ergonomię swojego stanowiska pracy/nauki w trybie stacjonarnym.,Jak dużo czasu poświęcasz na samodoskonalenie się w kwestii umiejętności lub poszerzania horyzontów w trybie stacjonarnym?,"Jak często udaje Ci się zrealizować na czas zadania, które dostajesz na zajęciach praktycznych w trybie stacjonarnym?",Jak często udaje się zrealizować na czas projekty zespołowe w trybie stacjonarnym?,Jak często nie udaje Ci się zrealizować zadań do wykonania podczas nauki stacjonarnej?,Jak bardzo jesteś zmotywowany/zmotywowana do nauki w trybie stacjonarnym?,Czy czujesz się zmęczony/zmęczona po jednym dniu zajęć stacjonarnych? ,"Jaki wpływ ma miejsce, w którym się uczysz stacjonarnie na Twoją organizację nauki?",Jak oceniasz organizację nauki w trybie stacjonarnym?,Jak często pomagasz innym członkom zespołu podczas zajęć stacjonarnych?,Jak często inni członkowie zespołu udzielają pomocy Tobie podczas zajęć stacjonarnych?,Jak często występują konflikty w zespole podczas pracy zespołowej w trybie stacjonarnym?,Jak oceniasz przyrost Twojej wiedzy podczas zajęć w trybie stacjonarnym?,Jak oceniasz kontakt z prowadzącymi zajęcia w trybie stacjonarnym?,Jak bardzo jesteś skupiony/skupiona na zajęciach w trybie stacjonarnym?,Jak dobrze sobie radzisz na studiach w trybie stacjonarnym?,Czy wykonujesz dodatkowe aktywności związane z funkcjonowaniem uczelni w trybie stacjonarnym?,Czy odpowiadają Ci formy zaliczenia przedmiotów w trybie stacjonarnym?,zdal_id,Czy preferujesz naukę zdalną?,W jakim stopniu czujesz się zmęczony/zmęczona po tygodniu nauki zdalnej? ,Ile minimum masz czasu na przerwę podczas nauki zdalnej (w minutach)?,Oceń atmosferę podczas zajęć zdalnych.,Oceń ergonomię swojego stanowiska pracy/nauki w trybie zdalnym.,Jak dużo czasu poświęcasz na samodoskonalenie się w kwestii umiejętności lub poszerzania horyzontów w trybie zdalnym?,"Jak często udaje Ci się zrealizować na czas zadania, które dostajesz na zajęciach praktycznych w trybie zdalnym?",Jak często udaje się zrealizować na czas projekty zespołowe w trybie zdalnym?,Jak często nie udaje Ci się zrealizować zadań do wykonania podczas nauki zdalnej?,Jak bardzo jesteś zmotywowany/zmotywowana do nauki w trybie zdalnym?,Czy czujesz się zmęczony/zmęczona po jednym dniu zajęć zdalnych? ,"Jaki wpływ ma miejsce, w którym się uczysz zdalnie na Twoją organizację w nauki?",Jak oceniasz organizację nauki w trybie zdalnym?,Jak często pomagasz innym członkom zespołu podczas zajęć zdalnych?,Jak często inni członkowie zespołu udzielają pomocy Tobie podczas zajęć zdalnych?,Jak często występują konflikty w zespole podczas pracy zespołowej w trybie zdalnym?,Jak oceniasz przyrost Twojej wiedzy podczas zajęć w trybie zdalnym?,Jak oceniasz kontakt z prowadzącymi zajęcia w trybie zdalnym?,Jak bardzo jesteś skupiony/skupiona na zajęciach w trybie zdalnym?,Jak dobrze sobie radzisz na studiach w trybie zdalnym?,Czy wykonujesz dodatkowe aktywności związane z funkcjonowaniem uczelni w trybie zdalnym?,Czy odpowiadają Ci się formy zaliczenia przedmiotów w trybie zdalnym?,Z jakiego komunikatora korzystasz?,Czy korzystasz z kamery video podczas zajęć w pracy zdalnej?, Jak oceniasz jakość audio i video używanego komunikatora? ,Jak oceniasz jakość komunikatora używanego przez Twoją uczelnię? ,Czy masz problemy ze zrozumieniem kontekstu wypowiedzi podczas porozumiewania się przez komunikator? 
2020/12/22 6:08:20 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,1,4,2,2,3,1,658,Nie,2,30,5,4,3,5,5,5,5,2,3,3,5,4,5,4,5,4,5,Nie,4,658,Tak,5,60,5,5,4,5,5,5,4,4,5,5,5,4,5,4,4,3,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/22 10:13:21 PM CET,Kobieta,Technologia Chemiczna,5,Doktorat,Stacjonarnie,2,1,1,4,1,4,659,Tak,4,30,3,2,4,4,2,2,4,5,5,4,2,2,4,4,3,3,4,Tak,4,659,Tak,4,30,5,5,3,3,3,3,4,4,5,4,2,2,3,4,4,4,4,Nie,4,Microsoft teams,Tak,4,4,5
2020/12/22 11:12:40 PM CET,Kobieta,Ekonomia,1,Licencjat,Stacjonarnie,4,1,2,4,1,3,660,Tak,4,15,4,4,3,4,4,5,3,3,4,4,3,3,4,4,4,3,4,Nie,2,660,Tak,5,30,4,4,3,5,5,5,4,5,5,4,4,3,5,4,4,5,5,Nie,5,Microsoft teams,Nie,4,5,4
2020/12/22 11:47:30 PM CET,Mężczyzna,Zarządzanie,2,Licencjat,Stacjonarnie,3,4,4,4,4,4,661,Nie,5,15,3,2,2,3,3,3,2,5,2,3,5,2,5,3,3,2,4,Nie,2,661,Tak,4,15,5,5,5,4,5,4,4,4,5,5,5,2,4,5,5,4,5,Tak,5,Microsoft teams,Tak,3,4,4
2020/12/23 1:52:06 AM CET,Kobieta,Architektura i Urbanistyka,2,Inżynier,Stacjonarnie,2,4,1,3,1,2,662,Tak,2,15,4,4,3,4,5,4,4,2,5,5,3,4,4,5,5,4,3,Nie,4,662,Nie,2,15,2,2,1,2,3,2,1,2,1,1,1,2,2,1,2,1,1,Nie,4,Microsoft teams,Nie,4,4,5
2020/12/23 1:57:05 AM CET,Mężczyzna,Informatyka,1,Licencjat,Stacjonarnie,2,1,2,4,2,1,663,Tak,3,30,4,4,3,5,3,1,4,3,3,4,3,3,5,4,5,4,4,Nie,4,663,Tak,4,30,4,5,4,5,5,5,4,5,5,3,3,3,4,4,5,4,4,Nie,4,Microsoft teams,Tak,3,3,4
2020/12/23 8:26:12 AM CET,Kobieta,Rolnictwo,1,Inżynier,Stacjonarnie,1,1,4,1,3,3,664,Tak,2,15,5,3,1,3,3,3,4,2,3,4,4,4,5,5,5,5,5,Nie,3,664,Nie,1,0,1,1,1,3,3,3,1,1,1,1,5,5,4,1,1,1,1,Nie,3,Microsoft teams,Nie,1,1,1
2020/12/23 9:40:46 AM CET,Kobieta,Architektura,2,Licencjat,Stacjonarnie,3,1,1,4,2,3,665,Nie ma to dla mnie znaczenia,2,15,4,4,3,5,5,4,4,4,3,3,4,4,3,4,4,4,4,Nie,3,665,Nie ma to dla mnie znaczenia,4,0,4,2,4,4,3,3,3,4,4,4,5,4,3,3,3,3,5,Nie,5,Microsoft teams,Nie,4,4,4
2020/12/23 10:38:31 AM CET,Kobieta,Nanotechnologia,3,Inżynier,Stacjonarnie,3,4,4,3,4,4,666,Nie,1,0,3,3,1,2,2,5,3,3,3,3,4,5,5,3,5,3,3,Nie,3,666,Tak,5,30,5,5,4,5,5,4,3,5,3,3,3,4,5,3,3,3,4,Nie,4,Microsoft teams,Tak,4,4,4
2020/12/23 10:52:54 AM CET,Kobieta,Informatyka,2,Inżynier,Stacjonarnie,2,2,2,2,2,4,667,Nie ma to dla mnie znaczenia,1,15,4,3,3,4,3,5,3,1,3,3,4,4,5,4,3,4,4,Nie,2,667,Tak,4,15,4,5,5,5,4,5,4,4,5,5,2,1,5,5,3,4,5,Nie,5,Microsoft teams,Nie,5,5,1
2020/12/23 3:39:56 PM CET,Kobieta,Architektura PAWiO,4,Inżynier,Stacjonarnie,2,3,1,4,1,1,668,Nie,1,15,4,4,1,4,3,4,3,2,5,3,4,4,3,3,5,4,4,Tak,5,668,Tak,3,30,4,5,4,4,4,4,4,5,5,5,5,5,5,4,5,4,5,Nie,5,Microsoft teams,Tak,4,4,5
2020/12/23 8:00:52 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,2,4,2,1,1,3,669,Tak,3,15,3,3,3,4,4,3,4,3,4,4,3,4,4,4,4,5,4,Nie,4,669,Nie,2,30,2,2,2,2,3,3,1,1,3,3,3,3,4,2,1,1,4,Nie,4,Microsoft teams,Nie,4,4,3
2020/12/23 8:04:48 PM CET,Mężczyzna,Budownictwo,2,Inżynier,Stacjonarnie,4,4,4,4,4,1,670,Nie,3,30,3,2,3,4,4,3,3,3,3,2,4,4,5,3,4,4,3,Nie,2,670,Tak,4,60,5,5,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,Nie,4,Microsoft teams,Nie,5,5,5
2020/12/23 9:18:54 PM CET,Mężczyzna,Informatyka,2,Licencjat,Niestacjonarnie,2,4,2,2,2,2,671,Nie ma to dla mnie znaczenia,2,15,4,3,3,2,3,3,4,2,3,4,1,3,5,4,4,3,3,Nie,3,671,Nie ma to dla mnie znaczenia,2,15,5,5,3,2,3,3,4,3,4,4,2,2,5,4,4,4,3,Nie,4,Microsoft teams,Nie,5,5,5
2020/12/23 9:44:32 PM CET,Mężczyzna,MB,1,Inżynier,Stacjonarnie,2,1,2,1,1,1,672,Tak,3,15,4,4,2,1,1,2,4,3,4,4,2,2,5,4,4,5,2,Nie,3,672,Nie,1,15,2,1,2,2,2,2,1,1,1,2,2,2,5,1,3,2,1,Nie,3,Microsoft teams,Nie,5,5,5
2020/12/23 11:42:00 PM CET,Kobieta,Inżynieria Środowiska,4,Inżynier,Stacjonarnie,1,2,2,1,1,2,673,Nie,1,15,2,1,1,2,3,3,1,1,2,3,3,5,3,3,4,3,2,Nie,3,673,Tak,4,30,3,4,3,5,3,4,3,4,4,4,3,1,3,3,4,3,3,Nie,3,Microsoft teams,Nie,4,3,4
2020/12/24 12:18:10 PM CET,Kobieta,Żywienie człowiek ,5,Inżynier,Stacjonarnie,3,2,2,2,2,2,674,Nie ma to dla mnie znaczenia,3,0,4,4,3,5,5,2,3,4,3,3,4,3,4,4,5,4,4,Nie,3,674,Nie,1,0,5,3,5,1,1,1,3,2,3,2,4,4,3,2,3,3,2,Nie,4,Microsoft teams,Tak,3,3,3
2020/12/24 1:01:11 PM CET,Mężczyzna,Informatyka,4,Inżynier,Stacjonarnie,4,4,3,1,3,1,675,Tak,2,15,4,2,2,1,2,3,1,4,3,2,1,1,4,4,5,3,4,Nie,3,675,Nie,5,15,1,3,5,5,5,3,1,5,3,4,1,1,1,3,1,1,4,Nie,3,Microsoft teams,Nie,5,5,3
2020/12/24 7:31:24 PM CET,Mężczyzna,Informatyka,1,Inżynier,Stacjonarnie,3,1,1,2,1,2,676,Tak,3,30,5,3,4,2,3,5,4,2,5,3,4,3,1,4,5,5,3,Nie,2,676,Tak,4,30,4,5,3,4,5,2,4,4,5,4,5,5,5,4,4,4,4,Nie,3,Microsoft teams,Tak,5,5,5
2020/12/24 7:36:03 PM CET,Kobieta,Budownictwo ,1,Inżynier,Stacjonarnie,3,2,2,3,3,4,677,Tak,4,120,3,4,3,4,5,4,4,5,4,4,2,3,3,4,5,5,4,Tak,4,677,Nie,5,60,2,2,2,2,3,2,1,1,3,4,2,2,2,1,2,1,3,Nie,4,Microsoft teams,Nie,5,4,5
2020/12/25 8:36:39 PM CET,Kobieta,budownictwo,3,Inżynier,Stacjonarnie,3,4,4,2,2,2,678,Tak,3,15,5,4,3,4,5,5,4,4,4,4,5,5,4,5,5,4,4,Nie,4,678,Nie,3,15,2,1,1,3,3,2,1,2,3,2,1,1,4,1,3,1,2,Nie,4,Microsoft teams,Nie,2,3,2
2020/12/25 9:49:29 PM CET,Mężczyzna,Automatyka i robotyka,4,Inżynier,Stacjonarnie,3,3,3,2,2,2,679,Tak,3,15,3,3,4,5,5,5,4,2,4,5,4,4,4,4,4,4,4,Tak,5,679,Nie,4,15,3,5,4,3,4,4,3,4,3,3,3,4,4,3,3,3,4,Nie,2,Microsoft teams,Nie,4,4,5
2020/12/25 10:04:11 PM CET,Mężczyzna,Informatyka,4,Inżynier,Stacjonarnie,2,2,1,2,2,2,680,Nie ma to dla mnie znaczenia,3,15,3,4,1,3,2,3,2,3,4,4,5,3,3,3,4,4,4,Nie,3,680,Tak,2,30,5,5,4,5,4,5,4,4,5,5,4,2,5,5,5,5,5,Nie,5,Microsoft teams,Tak,5,5,4
2020/12/26 10:56:08 AM CET,Mężczyzna,Elektrotechnika,3,Inżynier,Niestacjonarnie,3,4,4,3,3,4,681,Tak,4,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Tak,5,681,Nie,3,120,2,5,3,2,2,4,2,5,2,1,1,1,3,1,2,1,1,Nie,4,Microsoft teams,Nie,4,5,5
2020/12/26 1:18:22 PM CET,Kobieta,Logistyka,2,Inżynier,Stacjonarnie,3,1,4,1,4,3,682,Tak,5,30,3,1,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,Nie,3,682,Nie ma to dla mnie znaczenia,5,15,3,1,1,2,1,1,3,2,2,2,4,4,4,2,2,1,3,Nie,4,Microsoft teams,Nie,2,4,4
2020/12/26 3:30:51 PM CET,Kobieta,biotechnologia,2,Inżynier,Stacjonarnie,1,2,2,2,1,2,683,Tak,4,15,5,3,3,4,4,2,4,1,3,4,4,4,2,5,4,5,5,Nie,4,683,Nie,1,0,4,2,2,3,3,3,1,1,2,1,4,4,3,2,2,1,3,Nie,4,Microsoft teams,Tak,4,2,2
2020/12/26 11:31:18 PM CET,Mężczyzna,Logistyka,1,Inżynier,Stacjonarnie,3,3,1,4,1,1,684,Tak,2,15,4,4,3,5,5,1,4,3,4,5,4,5,4,4,5,4,4,Nie,3,684,Nie,5,30,2,5,1,5,5,5,2,5,4,2,3,4,5,1,2,1,3,Nie,5,Microsoft teams,Nie,4,4,5
2020/12/27 3:33:01 AM CET,Mężczyzna,Informatyka,1,Inżynier,Stacjonarnie,1,2,2,3,2,2,685,Tak,5,15,5,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,Nie,5,685,Nie,1,150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nie,1,Microsoft teams,Tak,2,2,1
2020/12/27 11:23:32 AM CET,Kobieta,Logistyka,1,Inżynier,Stacjonarnie,3,4,4,1,4,3,686,Tak,4,15,5,5,3,5,5,5,5,5,5,5,3,3,2,5,5,5,5,Nie,5,686,Nie,2,15,2,5,5,5,5,5,2,1,2,1,5,5,1,1,2,1,4,Nie,5,Microsoft teams,Nie,3,3,5
2020/12/27 1:20:22 PM CET,Mężczyzna,logistyka ,1,Inżynier,Stacjonarnie,2,2,2,4,1,2,687,Tak,3,15,3,3,4,3,4,4,4,3,4,4,4,4,5,4,4,4,4,Nie,3,687,Nie,3,15,3,3,3,4,4,4,3,3,4,3,4,4,4,3,3,1,3,Nie,3,Microsoft teams,Nie,3,3,3
2020/12/27 5:33:12 PM CET,Mężczyzna,Informatyka,1,Magister,Stacjonarnie,2,2,2,3,2,2,688,Tak,1,0,3,1,1,4,4,5,3,2,1,1,5,5,5,3,3,2,5,Nie,3,688,Tak,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Nie,4,Microsoft teams,Nie,2,1,2
2020/12/27 8:17:56 PM CET,Kobieta,Logistyka,2,Inżynier,Stacjonarnie,3,1,2,2,2,1,689,Tak,4,15,5,4,3,5,5,5,4,4,4,4,5,4,2,5,5,5,5,Tak,4,689,Nie,1,15,3,2,2,3,3,3,1,2,3,1,3,3,3,2,3,1,3,Nie,3,Microsoft teams,Nie,3,3,2
2020/12/28 12:49:02 PM CET,Kobieta,Budownictwo,1,Inżynier,Stacjonarnie,1,2,2,2,2,2,690,Tak,4,15,5,3,3,4,5,4,5,3,4,4,4,4,2,4,4,5,3,Nie,4,690,Nie,2,15,3,3,1,4,5,4,3,2,2,3,4,4,5,2,3,2,4,Nie,5,Microsoft teams,Tak,5,3,3
2020/12/28 1:20:14 PM CET,Mężczyzna,Elektrotechnika,2,Inżynier,Stacjonarnie,2,2,2,2,2,2,691,Tak,3,30,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,Tak,4,691,Nie,4,15,2,2,2,3,3,3,2,2,3,2,3,3,4,2,2,2,2,Nie,2,Microsoft teams,Nie,3,3,3
2020/12/28 3:47:47 PM CET,Kobieta,Inżynieria Materiałowa,3,Inżynier,Stacjonarnie,2,4,2,4,2,4,692,Tak,4,15,5,5,4,5,5,5,4,5,5,5,5,5,2,4,5,4,4,Nie,4,692,Nie,1,15,3,1,2,4,2,4,2,1,3,3,3,2,2,2,2,1,2,Nie,3,Microsoft teams,Tak,3,3,2
2020/12/28 5:53:17 PM CET,Mężczyzna,Odnawialne Źródła energii,5,Magister,Stacjonarnie,3,3,2,2,2,3,693,Tak,3,30,5,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,4,Tak,4,693,Nie,5,0,1,4,1,1,1,1,1,1,3,1,3,2,2,1,1,1,1,Nie,1,Microsoft teams,Nie,2,2,5
2020/12/28 7:47:43 PM CET,Kobieta,Inżynieria Materiałowa,3,Inżynier,Stacjonarnie,4,1,4,4,4,3,694,Tak,4,15,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,Nie,4,694,Nie,1,15,4,1,2,4,4,5,1,1,3,3,4,3,2,2,4,2,4,Nie,3,Microsoft teams,Nie,4,4,4
2020/12/28 8:09:48 PM CET,Kobieta,inżynieria środowiska,2,Inżynier,Stacjonarnie,3,4,4,4,4,1,695,Tak,4,15,5,4,4,3,4,5,5,5,4,5,5,5,4,4,5,4,4,Nie,5,695,Nie,1,15,2,1,1,3,3,2,1,1,1,1,5,5,3,1,1,1,1,Nie,3,Microsoft teams,Nie,3,3,2
2020/12/28 9:25:36 PM CET,Mężczyzna,Automatyka i Robotyka,2,Inżynier,Stacjonarnie,3,1,4,4,4,2,696,Tak,3,30,4,4,2,4,4,2,4,3,4,4,4,4,1,5,4,3,3,Nie,4,696,Nie,1,0,2,1,1,1,1,2,1,1,1,1,3,2,2,1,1,1,1,Nie,3,Microsoft teams,Nie,3,3,1
2020/12/28 10:12:15 PM CET,Mężczyzna,MiBM,1,Inżynier,Niestacjonarnie,3,3,1,4,4,3,697,Nie,1,15,5,4,5,4,5,3,5,3,5,4,3,3,4,4,5,4,4,Tak,4,697,Nie,1,15,4,3,5,3,2,2,2,1,5,2,5,5,5,2,4,2,3,Nie,4,Microsoft teams,Tak,4,3,5
2020/12/28 10:54:49 PM CET,Mężczyzna,Mechatronika,4,Inżynier,Stacjonarnie,2,1,2,2,1,1,698,Nie,1,15,2,1,2,3,3,3,2,2,2,2,4,3,4,4,3,1,4,Nie,2,698,Tak,4,30,4,4,4,4,4,4,4,4,4,4,3,3,4,5,5,4,4,Nie,5,Microsoft teams,Nie,4,5,5
2020/12/29 9:21:31 AM CET,Mężczyzna,Elektrotechnika,2,Magister,Niestacjonarnie,3,4,4,1,1,3,699,Tak,1,30,5,4,3,4,4,2,4,4,4,4,4,4,5,4,5,4,4,Nie,4,699,Nie,5,15,2,3,2,4,4,2,1,5,4,3,4,4,2,2,3,1,3,Nie,3,Microsoft teams,Nie,2,3,2
2020/12/29 9:43:54 AM CET,Kobieta,Zarządzanie,5,Magister,Stacjonarnie,2,1,2,2,1,2,700,Nie,2,15,3,3,3,5,5,5,2,2,3,3,2,1,2,3,4,3,5,Nie,2,700,Tak,4,30,5,5,4,5,5,4,4,4,4,5,3,2,4,4,5,4,5,Nie,5,Microsoft teams,Nie,4,4,5
2020/12/29 1:30:24 PM CET,Kobieta,Technologia żwyności,3,Inżynier,Stacjonarnie,2,2,2,2,2,2,701,Tak,3,15,4,4,2,4,4,5,4,3,4,4,4,4,4,4,4,4,4,Nie,4,701,Tak,4,15,4,4,5,4,4,4,2,3,3,3,4,4,4,2,2,3,4,Nie,3,Microsoft teams,Nie,4,4,3
2020/12/29 1:39:01 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,2,2,2,4,3,2,702,Nie,2,15,2,2,3,3,5,3,3,3,3,3,2,2,4,3,3,3,3,Nie,3,702,Tak,4,30,3,5,5,2,3,3,2,4,4,2,4,3,3,2,1,1,3,Nie,3,Microsoft teams,Nie,3,4,4
2020/12/29 1:53:54 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,1,2,2,2,3,2,703,Nie ma to dla mnie znaczenia,2,0,2,2,3,3,3,3,2,2,4,3,3,2,3,3,2,4,2,Nie,2,703,Tak,4,0,4,5,4,4,4,3,4,5,3,3,3,3,3,4,4,3,3,Nie,4,Inne,Nie,5,3,3
2020/12/29 2:42:20 PM CET,Mężczyzna,Mechatronika,1,Licencjat,Stacjonarnie,3,2,3,1,4,4,704,Tak,3,15,4,2,4,2,4,3,5,3,3,5,4,1,5,3,3,4,2,Nie,2,704,Nie,5,15,4,4,1,1,1,2,1,5,2,1,1,1,5,1,3,1,1,Nie,1,Microsoft teams,Nie,2,3,4
2020/12/29 4:19:11 PM CET,Kobieta,Zarządzanie,4,Inżynier,Stacjonarnie,4,1,4,1,4,3,705,Tak,3,30,4,4,3,5,5,5,4,3,4,4,5,4,3,4,4,4,5,Nie,4,705,Nie,4,30,3,2,2,4,4,4,1,3,2,3,3,2,4,2,2,1,4,Nie,3,Microsoft teams,Tak,3,4,4
2020/12/29 4:39:22 PM CET,Kobieta,Chemia,2,Inżynier,Stacjonarnie,2,2,2,2,1,2,706,Tak,4,15,4,3,3,5,4,3,4,5,3,4,3,4,5,3,3,3,3,Nie,3,706,Nie,1,30,2,2,1,1,1,1,1,2,1,2,4,4,3,1,2,1,1,Nie,2,Microsoft teams,Nie,3,3,4
2020/12/29 10:38:17 PM CET,Kobieta,PAWiO,4,Inżynier,Stacjonarnie,3,1,4,2,2,2,707,Tak,2,15,4,5,5,5,5,5,4,4,4,3,4,3,4,3,4,4,4,Nie,3,707,Nie,2,15,4,5,5,5,5,4,3,4,4,3,4,4,3,2,4,3,4,Nie,3,Microsoft teams,Tak,2,3,3
2020/12/30 2:13:21 AM CET,Mężczyzna,Mechatronika,2,Inżynier,Stacjonarnie,3,4,4,3,2,3,708,Tak,3,30,5,5,5,5,4,5,4,3,5,5,5,5,4,5,5,4,4,Tak,4,708,Nie,1,30,2,2,4,2,2,2,1,1,3,1,1,1,1,1,1,1,2,Nie,2,Microsoft teams,Tak,3,3,3
2020/12/30 2:29:40 AM CET,Mężczyzna,Inżynieria pojazdów bojowych i specjalnych ,1,Inżynier,Stacjonarnie,3,4,4,1,1,1,709,Nie ma to dla mnie znaczenia,3,30,4,2,5,4,4,4,3,4,4,5,4,5,5,4,4,4,4,Tak,4,709,Tak,3,30,4,4,5,4,4,3,4,3,5,5,4,5,5,4,5,4,4,Tak,5,Microsoft teams,Nie,4,4,4
2020/12/30 10:57:45 AM CET,Kobieta,Gospodarka Przestrzenna,4,Inżynier,Stacjonarnie,3,4,4,1,4,3,710,Tak,3,60,3,3,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,Nie,4,710,Nie ma to dla mnie znaczenia,3,30,3,2,2,4,4,2,2,2,2,3,4,4,4,2,3,2,3,Nie,4,Microsoft teams,Nie,3,3,3
2020/12/30 1:02:48 PM CET,Kobieta,Budownictwo,2,Inżynier,Stacjonarnie,3,1,4,1,1,3,711,Nie ma to dla mnie znaczenia,2,30,3,3,2,5,5,5,3,4,3,3,4,4,2,4,4,3,3,Nie,3,711,Nie ma to dla mnie znaczenia,1,15,3,3,4,4,4,4,2,1,3,3,4,4,4,2,4,2,3,Nie,3,Microsoft teams,Nie,3,3,2
2020/12/30 1:32:26 PM CET,Mężczyzna,Informatyka,1,Magister,Stacjonarnie,2,2,2,1,2,2,712,Tak,2,120,3,3,4,4,4,5,4,2,3,3,2,2,4,3,3,4,4,Nie,4,712,Tak,4,120,4,5,5,5,5,5,4,4,5,4,4,4,2,4,5,3,4,Nie,3,Microsoft teams,Tak,4,4,5
2020/12/30 5:15:14 PM CET,Kobieta,Inżynieria Chemiczna i Procesowa,4,Inżynier,Stacjonarnie,2,2,4,2,4,4,713,Nie,2,15,4,3,2,5,5,2,3,2,4,4,5,3,3,3,4,3,4,Tak,2,713,Tak,4,30,3,2,2,3,5,2,2,4,3,3,5,5,4,2,4,2,4,Nie,5,Microsoft teams,Nie,3,4,4
2020/12/30 5:50:25 PM CET,Mężczyzna,BUDOWNICTWO - INŻYNIER EUROPEJSKI,2,Inżynier,Stacjonarnie,1,4,3,2,1,1,714,Nie,2,15,3,1,1,5,3,5,1,1,2,2,4,4,3,3,3,2,2,Nie,2,714,Tak,4,30,5,5,4,5,5,5,4,5,5,5,4,4,5,5,4,4,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/30 9:02:34 PM CET,Mężczyzna,Logistyka,2,Inżynier,Stacjonarnie,2,3,4,2,2,1,715,Tak,3,15,4,5,1,3,5,5,1,3,3,4,2,2,1,3,5,2,3,Nie,2,715,Tak,3,15,5,3,4,1,5,5,4,5,5,2,4,4,2,4,5,5,4,Nie,4,Microsoft teams,Tak,5,5,5
2020/12/30 9:28:39 PM CET,Kobieta,Architektura i Urbanistyka,2,Inżynier,Stacjonarnie,3,1,2,1,3,2,716,Tak,4,15,5,4,5,5,5,5,5,2,4,4,4,1,1,5,5,4,5,Nie,5,716,Nie,5,0,4,5,5,5,3,5,5,1,5,3,5,1,1,3,3,4,5,Nie,4,Microsoft teams,Nie,3,3,4
2020/12/31 12:31:13 AM CET,Mężczyzna,Budownictwo,2,Inżynier,Stacjonarnie,3,3,4,3,4,2,717,Tak,5,15,5,5,4,5,5,1,5,5,5,5,4,4,5,5,5,5,4,Tak,5,717,Nie,1,15,3,4,1,2,2,1,1,1,1,1,2,1,1,2,3,1,1,Nie,3,Microsoft teams,Nie,2,3,3
2020/12/31 1:22:31 AM CET,Mężczyzna,Informatyka,1,Inżynier,Stacjonarnie,3,4,2,3,1,1,718,Nie ma to dla mnie znaczenia,3,15,4,4,2,5,4,5,3,1,3,3,5,5,5,2,4,4,3,Nie,3,718,Nie ma to dla mnie znaczenia,3,60,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Nie,3,Microsoft teams,Nie,3,3,3
2020/12/31 12:21:17 PM CET,Mężczyzna,Teleinformatyka,2,Inżynier,Stacjonarnie,1,1,3,3,1,4,719,Tak,3,15,4,2,5,3,3,4,4,3,4,2,4,4,4,4,3,3,4,Nie,4,719,Nie,2,0,2,2,5,5,5,4,4,1,2,2,5,4,5,4,2,2,4,Nie,4,Microsoft teams,Nie,3,2,3
2020/12/31 7:47:36 PM CET,Mężczyzna,Architektura,6,Magister,Stacjonarnie,2,2,2,1,2,2,720,Nie,3,15,4,2,3,5,4,5,5,3,3,4,5,2,3,4,4,4,5,Tak,3,720,Nie,4,30,3,4,4,5,4,5,4,3,4,3,5,3,4,3,3,3,5,Nie,5,Microsoft teams,Nie,4,4,4
